"rule_id","description","long_description","persona","portfolio","tables_to_join","joins","filters","select_columns","aggregations","conditional_aggregations","groupby_columns","having_conditions","orderby_columns","raw_where","is_distinct","usecase","dashboard_link","sector","banking_division"
"MPD02_EDL_098","Educational Loans","Report MPD02: classify and report the line item 'Educational Loans' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Educational Loans""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_EDU_031","Education","Report MPD02: classify and report the line item 'Education' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Personal Loans""}, ""product_level_4"": {""eq"": ""Education""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_ELE_074","Electronics","Report MPD02: classify and report the line item 'Electronics' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""All Engineering""}, ""product_level_5"": {""eq"": ""Electronics""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_ENG_075","Others - Engineering","Report MPD02: classify and report the line item 'Others - Engineering' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""All Engineering""}, ""product_level_5"": {""eq"": ""Others""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_EXP_046","Export Credit","Report MPD02: classify and report the line item 'Export Credit' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Export Credit""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_EXP_101","Export Credit","Report MPD02: classify and report the line item 'Export Credit' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Export Credit""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_FC_002","Food Credit","Report MPD02: classify and report the line item 'Food Credit' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Food Credit""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_FER_065","Fertiliser","Report MPD02: classify and report the line item 'Fertiliser' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Chemicals""}, ""product_level_5"": {""eq"": ""Fertiliser""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_FPO_055","Others - Food Processing","Report MPD02: classify and report the line item 'Others - Food Processing' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Food Processing""}, ""product_level_5"": {""eq"": ""Others""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_GBC_001","Gross Bank Credit","Report MPD02: classify and report the line item 'Gross Bank Credit' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_GJ_077","Gems and Jewellery","Report MPD02: classify and report the line item 'Gems and Jewellery' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Gems and Jewellery""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_GLD_033","Loans against gold jewellery","Report MPD02: classify and report the line item 'Loans against gold jewellery' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Personal Loans""}, ""product_level_4"": {""eq"": ""Loans against gold jewellery""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_GLS_070","Glass","Report MPD02: classify and report the line item 'Glass' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Industry""}, ""product_level_4"": {""eq"": ""Glass""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_HFC_021","HFCs","Report MPD02: classify and report the line item 'HFCs' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Services""}, ""product_level_4"": {""eq"": ""HFCs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_HFCX_044","HFCs","Report MPD02: classify and report the line item 'HFCs' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""HFCs""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
"MPD02_HG_097","Housing - Government, Non-government agencies, HFCs, NBFCs and others","Report MPD02: classify and report the line item 'Housing - Government, Non-government agencies, HFCs, NBFCs and others' using the specified Product Level hierarchy in BALANCE_DATA. Apply the stated condition to identify the eligible records and convert the source amount to the entity reporting currency using the applicable FX rate for the reporting date.","REPORT_PREPARER","RISK_REPORTING","[""balance_data"", ""fx_rate""]","[{""join_type"": ""inner"", ""left_keys"": [""currency""], ""left_table"": ""balance_data"", ""right_keys"": [""from_currency""], ""right_table"": ""fx_rate""}]","{""balance_data"": {""product_level_1"": {""eq"": ""Assets""}, ""product_level_2"": {""eq"": ""Loans and Advances""}, ""product_level_3"": {""eq"": ""Priority Sector""}, ""product_level_4"": {""eq"": ""Housing - Government, Non-government agencies, HFCs, NBFCs and others""}}}","{""balance_data"": {""total_value"": {""alias"": ""total_value"", ""expression"": ""SUM(balance_data.amount * fx_rate.fx_rate)""}}}",NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL,NULL
